INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162027590,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,33,,4/9/16 20:26,2016,4,Saturday,20,Part Two,EVERETT ST,42.36517023,-71.02934347,"(42.36517023, -71.02934347)"
I172091978,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,11/3/17 13:00,2017,11,Friday,13,Part Three,EVERETT ST,42.36517023,-71.02934347,"(42.36517023, -71.02934347)"
I152060297,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,33,,7/21/15 0:00,2015,7,Tuesday,0,Part Two,EVERETT ST,42.36517023,-71.02934347,"(42.36517023, -71.02934347)"
I162007994,1874,Drug Violation,DRUGS - OTHER,A7,33,,1/30/16 8:58,2016,1,Saturday,8,Part Two,EVERETT ST,42.36527515,-71.02959309,"(42.36527515, -71.02959309)"
I172099032,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,A7,33,,11/29/17 4:34,2017,11,Wednesday,4,Part Three,EVERETT ST,42.36527515,-71.02959309,"(42.36527515, -71.02959309)"
I172051126,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,34,,6/25/17 19:16,2017,6,Sunday,19,Part Two,WEBSTER ST,42.36534474,-71.03385803,"(42.36534474, -71.03385803)"
I152083051,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,34,,10/6/15 12:37,2015,10,Tuesday,12,Part Three,MARGINAL ST,42.36543095,-71.0361834,"(42.36543095, -71.03618340)"
I152080480,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,A7,33,,9/27/15 10:19,2015,9,Sunday,10,Part Two,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162069379,3115,Investigate Person,INVESTIGATE PERSON,A7,34,,8/26/16 18:12,2016,8,Friday,18,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162071243,619,Larceny,LARCENY ALL OTHERS,A7,34,,9/1/16 15:23,2016,9,Thursday,15,Part One,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I182002715,3205,License Plate Related Incidents,M/V PLATES - LOST,A7,33,,1/7/18 0:00,2018,1,Sunday,0,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I172077105,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,9/16/17 8:00,2017,9,Saturday,8,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I172057555,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,7/16/17 12:59,2017,7,Sunday,12,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162036265,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,33,,5/9/16 11:30,2016,5,Monday,11,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162036017,3620,Other,REPORT AFFECTING OTHER DEPTS.,A7,33,,5/9/16 11:18,2016,5,Monday,11,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162056111,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,34,,7/14/16 19:26,2016,7,Thursday,19,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I172001947,3410,Towed,TOWED MOTOR VEHICLE,A7,33,,1/8/17 2:41,2017,1,Sunday,2,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I162060713,1402,Vandalism,VANDALISM,A7,34,,7/29/16 17:20,2016,7,Friday,17,Part Two,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I152085073,3125,Warrant Arrests,WARRANT ARREST,A7,33,,10/13/15 12:14,2015,10,Tuesday,12,Part Three,SUMNER ST,42.3654383,-71.03184193,"(42.36543830, -71.03184193)"
I152079038,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,33,,9/21/15 22:30,2015,9,Monday,22,Part One,EVERETT ST,42.36543963,-71.02998944,"(42.36543963, -71.02998944)"
I152079038,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,A7,33,,9/21/15 22:30,2015,9,Monday,22,Part Two,EVERETT ST,42.36543963,-71.02998944,"(42.36543963, -71.02998944)"
I152059024,3402,Service,ANIMAL INCIDENTS,A7,34,,7/17/15 9:22,2015,7,Friday,9,Part Three,SEAVER ST,42.36545514,-71.03411014,"(42.36545514, -71.03411014)"
I162097593,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,11/30/16 6:48,2016,11,Wednesday,6,Part Three,SEAVER ST,42.36545514,-71.03411014,"(42.36545514, -71.03411014)"
I162099325,3114,Investigate Property,INVESTIGATE PROPERTY,A7,33,,12/6/16 4:43,2016,12,Tuesday,4,Part Three,JEFFRIES ST,42.36546152,-71.02910876,"(42.36546152, -71.02910876)"
I172046477,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,33,,6/11/17 16:00,2017,6,Sunday,16,Part One,JEFFRIES ST,42.36546152,-71.02910876,"(42.36546152, -71.02910876)"
I172073924,3207,Property Found,PROPERTY - FOUND,A7,33,,9/6/17 18:15,2017,9,Wednesday,18,Part Three,JEFFRIES ST,42.36546152,-71.02910876,"(42.36546152, -71.02910876)"
I172024263,3410,Towed,TOWED MOTOR VEHICLE,A7,33,,3/29/17 8:16,2017,3,Wednesday,8,Part Three,JEFFRIES ST,42.36546152,-71.02910876,"(42.36546152, -71.02910876)"
I172012980,3410,Towed,TOWED MOTOR VEHICLE,A7,33,,2/17/17 9:41,2017,2,Friday,9,Part Three,JEFFRIES ST,42.36546152,-71.02910876,"(42.36546152, -71.02910876)"
I162050063,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,6/23/16 22:59,2016,6,Thursday,22,Part Three,WEBSTER ST,42.36552577,-71.03427256,"(42.36552577, -71.03427256)"
I152053609,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,6/29/15 1:54,2015,6,Monday,1,Part Three,WEBSTER ST,42.36552577,-71.03427256,"(42.36552577, -71.03427256)"
I162001115,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,1/5/16 6:26,2016,1,Tuesday,6,Part Three,WEBSTER ST,42.36552577,-71.03427256,"(42.36552577, -71.03427256)"
I162005942,1402,Vandalism,VANDALISM,A7,34,,1/22/16 16:13,2016,1,Friday,16,Part Two,WEBSTER ST,42.36552577,-71.03427256,"(42.36552577, -71.03427256)"
I172078694,616,Larceny,LARCENY THEFT OF BICYCLE,A7,33,,9/21/17 18:32,2017,9,Thursday,18,Part One,EVERETT CT,42.36552932,-71.02972674,"(42.36552932, -71.02972674)"
I172058507,2647,Other,THREATS TO DO BODILY HARM,A7,33,,7/19/17 12:52,2017,7,Wednesday,12,Part Two,EVERETT CT,42.36552932,-71.02972674,"(42.36552932, -71.02972674)"
I162099304,2647,Other,THREATS TO DO BODILY HARM,A7,33,,12/5/16 23:23,2016,12,Monday,23,Part Two,EVERETT CT,42.36552932,-71.02972674,"(42.36552932, -71.02972674)"
I172079811,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,33,,9/25/17 9:21,2017,9,Monday,9,Part Two,EVERETT CT,42.36552932,-71.02972674,"(42.36552932, -71.02972674)"
I172097684,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,11/23/17 15:00,2017,11,Thursday,15,Part Three,MARGINAL ST,42.36557445,-71.0365042,"(42.36557445, -71.03650420)"
I172047654,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,34,,6/14/17 21:49,2017,6,Wednesday,21,Part Two,MARGINAL ST,42.36557445,-71.0365042,"(42.36557445, -71.03650420)"
I172055640,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,7/10/17 10:25,2017,7,Monday,10,Part Three,MARGINAL ST,42.36557445,-71.0365042,"(42.36557445, -71.03650420)"
I162033490,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,4/30/16 11:13,2016,4,Saturday,11,Part Three,LAMSON ST,42.36558616,-71.03330551,"(42.36558616, -71.03330551)"
I162072372,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,9/5/16 12:43,2016,9,Monday,12,Part Three,LAMSON ST,42.36558616,-71.03330551,"(42.36558616, -71.03330551)"
I172071390,1402,Vandalism,VANDALISM,A7,34,,8/28/17 20:00,2017,8,Monday,20,Part Two,LAMSON ST,42.36558616,-71.03330551,"(42.36558616, -71.03330551)"
I172071389,1402,Vandalism,VANDALISM,A7,34,,8/28/17 20:00,2017,8,Monday,20,Part Two,LAMSON ST,42.36558616,-71.03330551,"(42.36558616, -71.03330551)"
I172048491,3114,Investigate Property,INVESTIGATE PROPERTY,A7,34,,6/17/17 12:46,2017,6,Saturday,12,Part Three,BRIGHAM ST,42.3655964,-71.03443497,"(42.36559640, -71.03443497)"
I172106343,3301,Verbal Disputes,VERBAL DISPUTE,A7,33,,12/26/17 8:53,2017,12,Tuesday,8,Part Three,EVERETT ST,42.36560378,-71.03036167,"(42.36560378, -71.03036167)"
I152055626,3201,Property Lost,PROPERTY - LOST,A7,34,,7/5/15 22:00,2015,7,Sunday,22,Part Three,COTTAGE ST,42.36571796,-71.03682501,"(42.36571796, -71.03682501)"
I172093402,1402,Vandalism,VANDALISM,A7,34,,11/8/17 9:09,2017,11,Wednesday,9,Part Two,COTTAGE ST,42.36571796,-71.03682501,"(42.36571796, -71.03682501)"
I162010194,3114,Investigate Property,INVESTIGATE PROPERTY,A7,33,,2/7/16 6:04,2016,2,Sunday,6,Part Three,JEFFRIES ST,42.3657528,-71.02887405,"(42.36575280, -71.02887405)"
I172058754,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,33,,7/20/17 8:44,2017,7,Thursday,8,Part Three,JEFFRIES ST,42.3657528,-71.02887405,"(42.36575280, -71.02887405)"
I162013839,1107,Fraud,FRAUD - IMPERSONATION,A7,34,,2/21/16 15:37,2016,2,Sunday,15,Part Two,SEAVER ST,42.36580932,-71.03381004,"(42.36580932, -71.03381004)"
I152084245,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,34,,10/10/15 10:21,2015,10,Saturday,10,Part Three,SEAVER ST,42.36580932,-71.03381004,"(42.36580932, -71.03381004)"
I162084805,3301,Verbal Disputes,VERBAL DISPUTE,A7,34,,10/16/16 15:18,2016,10,Sunday,15,Part Three,SEAVER ST,42.36580932,-71.03381004,"(42.36580932, -71.03381004)"
I162066522,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,35,,8/17/16 12:58,2016,8,Wednesday,12,Part Three,MARGINAL ST,42.36582721,-71.03707479,"(42.36582721, -71.03707479)"
I162078166,3115,Investigate Person,INVESTIGATE PERSON,A7,35,,9/24/16 9:15,2016,9,Saturday,9,Part Three,MARGINAL ST,42.36582721,-71.03707479,"(42.36582721, -71.03707479)"
I162013284,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A7,33,,2/19/16 15:03,2016,2,Friday,15,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I152064640,1846,Drug Violation,DRUGS - POSS CLASS E,A7,33,,8/5/15 11:16,2015,8,Wednesday,11,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I172065444,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,A7,33,,8/10/17 8:53,2017,8,Thursday,8,Part Three,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I152064640,2647,Other,THREATS TO DO BODILY HARM,A7,33,,8/5/15 11:16,2015,8,Wednesday,11,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I152064801,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,A7,33,,8/5/15 19:46,2015,8,Wednesday,19,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I152064640,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,33,,8/5/15 11:16,2015,8,Wednesday,11,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I172101268,3115,Investigate Person,INVESTIGATE PERSON,A7,34,,12/6/17 14:38,2017,12,Wednesday,14,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172091654,3115,Investigate Person,INVESTIGATE PERSON,A7,34,,11/2/17 12:50,2017,11,Thursday,12,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I182000165,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,1/1/18 14:50,2018,1,Monday,14,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172107419,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,12/30/17 17:51,2017,12,Saturday,17,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172078249,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,9/20/17 11:29,2017,9,Wednesday,11,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172036094,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,5/8/17 9:38,2017,5,Monday,9,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162093088,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A7,34,,11/14/16 7:38,2016,11,Monday,7,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172092829,3201,Property Lost,PROPERTY - LOST,A7,34,,6/14/17 0:00,2017,6,Wednesday,0,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172050376,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,34,,6/23/17 14:00,2017,6,Friday,14,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162003698,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,34,,1/14/16 11:34,2016,1,Thursday,11,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162003698,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,A7,34,,1/14/16 11:34,2016,1,Thursday,11,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162093088,3402,Service,ANIMAL INCIDENTS,A7,34,,11/14/16 7:38,2016,11,Monday,7,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162087428,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,10/25/16 10:58,2016,10,Tuesday,10,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162049488,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,6/22/16 9:12,2016,6,Wednesday,9,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172060683,1415,Vandalism,GRAFFITI,A7,34,,7/26/17 14:26,2017,7,Wednesday,14,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162079978,1402,Vandalism,VANDALISM,A7,34,,9/29/16 20:30,2016,9,Thursday,20,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162102349,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,34,,12/16/16 7:37,2016,12,Friday,7,Part Three,LAMSON ST,42.36593289,-71.03299676,"(42.36593289, -71.03299676)"
I162084233,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,34,,10/14/16 15:30,2016,10,Friday,15,Part Three,LAMSON ST,42.36593289,-71.03299676,"(42.36593289, -71.03299676)"
I172053039,3125,Warrant Arrests,WARRANT ARREST,A7,34,,7/1/17 16:35,2017,7,Saturday,16,Part Three,LAMSON ST,42.36593289,-71.03299676,"(42.36593289, -71.03299676)"
I162077492,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,35,,9/21/16 22:00,2016,9,Wednesday,22,Part One,HAYNES ST,42.3659394,-71.03732219,"(42.36593940, -71.03732219)"
I182011787,3410,Towed,TOWED MOTOR VEHICLE,A7,35,,2/14/18 7:00,2018,2,Wednesday,7,Part Three,HAYNES ST,42.3659394,-71.03732219,"(42.36593940, -71.03732219)"
I162027554,3115,Investigate Person,INVESTIGATE PERSON,A7,33,,4/9/16 15:57,2016,4,Saturday,15,Part Three,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I172051696,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,33,,6/27/17 14:45,2017,6,Tuesday,14,Part One,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I152063151,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,33,,7/31/15 9:48,2015,7,Friday,9,Part One,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I162030922,3111,License Violation,LICENSE PREMISE VIOLATION,A7,33,,4/21/16 13:38,2016,4,Thursday,13,Part Three,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I162078954,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,9/26/16 21:18,2016,9,Monday,21,Part Three,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I162059875,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,33,,7/26/16 22:00,2016,7,Tuesday,22,Part Three,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I152090325,2663,Other,VIOLATION - CITY ORDINANCE CONSTRUCTION PERMIT,A7,33,,10/31/15 13:42,2015,10,Saturday,13,Part Two,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I182009976,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,34,,6/22/17 0:09,2017,6,Thursday,0,Part One,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I162071380,3115,Investigate Person,INVESTIGATE PERSON,A7,33,,9/1/16 23:55,2016,9,Thursday,23,Part Three,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I152103201,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,33,,12/14/15 17:54,2015,12,Monday,17,Part One,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I172103370,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,12/14/17 10:21,2017,12,Thursday,10,Part Three,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I172099255,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,11/29/17 18:30,2017,11,Wednesday,18,Part Three,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I172025356,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,4/1/17 19:30,2017,4,Saturday,19,Part Three,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I152051812,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,6/23/15 0:13,2015,6,Tuesday,0,Part Three,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I152058313,2610,Other,TRESPASSING,A7,33,,7/14/15 20:41,2015,7,Tuesday,20,Part Two,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I162080810,1402,Vandalism,VANDALISM,A7,33,,10/2/16 23:45,2016,10,Sunday,23,Part Two,SUMNER ST,42.3660542,-71.03326208,"(42.36605420, -71.03326208)"
I152096895,3001,Medical Assistance,DEATH INVESTIGATION,A7,34,,11/22/15 7:00,2015,11,Sunday,7,Part Three,COTTAGE ST,42.36606328,-71.03655811,"(42.36606328, -71.03655811)"
I152078017,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,35,,9/19/15 11:34,2015,9,Saturday,11,Part Two,HAYNES ST,42.366069,-71.03721796,"(42.36606900, -71.03721796)"
I172014605,3115,Investigate Person,INVESTIGATE PERSON,A7,35,,2/22/17 21:31,2017,2,Wednesday,21,Part Three,HAYNES ST,42.366069,-71.03721796,"(42.36606900, -71.03721796)"
I162068805,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,A7,33,,8/24/16 17:07,2016,8,Wednesday,17,Part Two,LAMSON ST,42.36609325,-71.03286941,"(42.36609325, -71.03286941)"
I162069964,619,Larceny,LARCENY ALL OTHERS,A7,33,,8/28/16 17:20,2016,8,Sunday,17,Part One,LAMSON ST,42.36609325,-71.03286941,"(42.36609325, -71.03286941)"
I152065252,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,33,,8/7/15 9:34,2015,8,Friday,9,Part One,LAMSON ST,42.36609325,-71.03286941,"(42.36609325, -71.03286941)"
I162085932,2629,Harassment,HARASSMENT,A7,33,,10/19/16 0:01,2016,10,Wednesday,0,Part Two,EVERETT ST,42.36612215,-71.03154214,"(42.36612215, -71.03154214)"
I172075575,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,A7,33,,9/11/17 20:58,2017,9,Monday,20,Part Three,EVERETT ST,42.36612215,-71.03154214,"(42.36612215, -71.03154214)"
I172086936,3201,Property Lost,PROPERTY - LOST,A7,33,,10/18/17 11:37,2017,10,Wednesday,11,Part Three,EVERETT ST,42.36612215,-71.03154214,"(42.36612215, -71.03154214)"
I162086445,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,33,,10/22/16 0:26,2016,10,Saturday,0,Part Two,EVERETT ST,42.36612215,-71.03154214,"(42.36612215, -71.03154214)"
I152089598,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,10/29/15 4:43,2015,10,Thursday,4,Part Three,WEBSTER ST,42.36614667,-71.03569421,"(42.36614667, -71.03569421)"
I152102858,1402,Vandalism,VANDALISM,A7,34,,12/11/15 19:30,2015,12,Friday,19,Part Two,WEBSTER ST,42.36614667,-71.03569421,"(42.36614667, -71.03569421)"
I162101866,1107,Fraud,FRAUD - IMPERSONATION,A7,33,,12/14/16 13:30,2016,12,Wednesday,13,Part Two,HOOTEN CT,42.36615018,-71.03203481,"(42.36615018, -71.03203481)"
I152103021,562,Other Burglary,BURGLARY - OTHER - NO FORCE,A7,33,,12/14/15 5:15,2015,12,Monday,5,Part One,HOOTEN CT,42.36615018,-71.03203481,"(42.36615018, -71.03203481)"
I162008026,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,34,,1/29/16 17:00,2016,1,Friday,17,Part Three,SEAVER ST,42.36617242,-71.03352992,"(42.36617242, -71.03352992)"
I172012342,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,2/15/17 10:46,2017,2,Wednesday,10,Part Three,SEAVER ST,42.36617242,-71.03352992,"(42.36617242, -71.03352992)"
I152101001,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,34,,12/7/15 11:33,2015,12,Monday,11,Part Three,SUMNER PL,42.36625191,-71.03426833,"(42.36625191, -71.03426833)"
I162028179,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,34,,4/11/16 22:03,2016,4,Monday,22,Part One,SUMNER PL,42.36625191,-71.03426833,"(42.36625191, -71.03426833)"
I172077250,1402,Vandalism,VANDALISM,A7,34,,9/16/17 23:28,2017,9,Saturday,23,Part Two,SUMNER PL,42.36625191,-71.03426833,"(42.36625191, -71.03426833)"
I172006165,3114,Investigate Property,INVESTIGATE PROPERTY,A7,33,,1/23/17 18:16,2017,1,Monday,18,Part Three,ARAMON ST,42.36625518,-71.03092131,"(42.36625518, -71.03092131)"
I162064247,1001,Counterfeiting,FORGERY / COUNTERFEITING,A7,34,,8/9/16 16:00,2016,8,Tuesday,16,Part Two,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I172092823,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,34,,11/6/17 10:00,2017,11,Monday,10,Part One,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I162036211,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,5/9/16 19:35,2016,5,Monday,19,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I162001323,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,1/5/16 18:13,2016,1,Tuesday,18,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I172068055,3410,Towed,TOWED MOTOR VEHICLE,A7,34,,8/18/17 8:59,2017,8,Friday,8,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I172041728,3301,Verbal Disputes,VERBAL DISPUTE,A7,34,,5/26/17 18:56,2017,5,Friday,18,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I162003294,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,34,,1/12/16 19:45,2016,1,Tuesday,19,Part Two,SUMNER ST,42.36630226,-71.03382777,"(42.36630226, -71.03382777)"
I162105671,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,A7,33,,12/28/16 23:49,2016,12,Wednesday,23,Part Two,SUMNER ST,42.36630226,-71.03382777,"(42.36630226, -71.03382777)"
I182001770,3410,Towed,TOWED MOTOR VEHICLE,A7,33,,1/8/18 9:15,2018,1,Monday,9,Part Three,SUMNER ST,42.36630226,-71.03382777,"(42.36630226, -71.03382777)"
I162003719,3410,Towed,TOWED MOTOR VEHICLE,A7,33,,1/14/16 13:12,2016,1,Thursday,13,Part Three,SUMNER ST,42.36630226,-71.03382777,"(42.36630226, -71.03382777)"
I162065441,1402,Vandalism,VANDALISM,A7,33,,8/14/16 10:44,2016,8,Sunday,10,Part Two,SUMNER ST,42.36630226,-71.03382777,"(42.36630226, -71.03382777)"
